sr_no,name,unit_no,company,sector,age_yr,gcv_kcal_per_kg,gcv_range,fuel,capacity_mw,ef_t_per_mwh,plf_pct,shr_kcal_per_kwh,efficiency_pct,aux_pct,net_gen_gwh,co2_mt,coal_source,fuel_price_rs_per_gcal,vc_fuel_rs_per_kwh,variable_cost_rs_per_kwh,grid_region
261.0,Jojbera,2.0,TATA Power,Private,23.8,3820.0,"(3500, 4000)",Coal,120.0,1.05,76.7,2770.9,31.0,8.5,806.3,0.85,domestic,850.0,2.355265,2.5552650000000003,Unallocated
59.0,Sagardighi TPP,2.0,WBPDC,State,16.0,3797.0,"(3500, 4000)",Coal,300.0,0.95,76.8,2501.3,34.4,10.6,2018.8,1.92,domestic,850.0,2.126105,2.326105,ER
187.0,Singrauli Stps,4.0,NTPC,Centre,40.8,3737.2,"(3500, 4000)",Coal,200.0,1.0,77.0,2630.5,32.7,9.1,1348.5,1.35,domestic,850.0,2.235925,2.435925,Unallocated
385.0,Neyveli New TPP,1.0,NLC,Centre,4.6,2640.0,"(2000, 3000)",Lignite,500.0,1.18,77.4,2798.3,30.7,6.1,3388.9,4.0,lignite,500.0,1.39915,1.5991499999999998,SR
118.0,Rihand,1.0,NTPC,Centre,36.4,3932.8,"(3500, 4000)",Coal,500.0,0.97,77.5,2564.7,33.5,8.2,3392.8,3.31,domestic,850.0,2.179995,2.379995,Unallocated
26.0,Anapara “C”,1.0,Lanco Anapara Power,Private,12.7,3661.0,"(3500, 4000)",Coal,600.0,0.93,77.6,2454.8,35.0,5.2,4080.8,3.8,domestic,850.0,2.08658,2.2865800000000003,NR
166.0,Vindh_Chal Stps,4.0,NTPC,Centre,34.6,3684.3,"(3500, 4000)",Coal,210.0,0.99,77.6,2618.6,32.8,8.5,1428.1,1.42,domestic,850.0,2.22581,2.42581,Unallocated
78.0,Emco GMR Warora TPP,1.0,Emco Energy (GMR),Private,11.5,3665.6,"(3500, 4000)",Coal,300.0,0.96,77.7,2531.6,34.0,7.4,2042.8,1.96,domestic,850.0,2.15186,2.3518600000000003,Unallocated
58.0,Sagardighi TPP,1.0,WBPDC,State,16.6,3797.0,"(3500, 4000)",Coal,300.0,0.95,78.1,2501.3,34.4,10.6,2052.9,1.95,domestic,850.0,2.126105,2.326105,ER
193.0,Torr Power(Sabarmati),3.0,Torr Power,Private,45.8,4631.7,"(4500, 5000)",Coal,120.0,1.0,78.1,2674.1,32.2,8.6,821.0,0.82,domestic,850.0,2.272985,2.472985,WR
221.0,Mettur,1.0,TNEB,State,37.6,3063.0,"(3000, 3500)",Coal,210.0,1.03,78.1,2704.7,31.8,8.6,1437.3,1.48,domestic,850.0,2.298995,2.4989950000000003,SR
156.0,Satpura,10.0,MPGPCL,State,11.4,3924.0,"(3500, 4000)",Coal,250.0,0.99,78.2,2602.7,33.0,8.2,1713.4,1.69,domestic,850.0,2.212295,2.4122950000000003,WR
82.0,Vallur NTPC/Ntecl,2.0,NTPC/Ntecl,Centre,10.9,3159.6,"(3000, 3500)",Coal,500.0,0.96,78.3,2530.3,34.0,4.9,3428.0,3.3,domestic,850.0,2.150755,2.3507550000000004,Unallocated
95.0,Rihand,6.0,NTPC,Centre,10.8,3980.6,"(3500, 4000)",Coal,500.0,0.97,78.3,2544.5,33.8,5.2,3429.1,3.31,domestic,850.0,2.162825,2.3628250000000004,Unallocated
57.0,Vindh_Chal Stps,10.0,NTPC,Centre,17.4,3707.1,"(3500, 4000)",Coal,500.0,0.95,78.4,2500.8,34.4,5.6,3433.4,3.26,domestic,850.0,2.12568,2.32568,Unallocated
128.0,Singrauli Stps,6.0,NTPC,Centre,37.6,3775.5,"(3500, 4000)",Coal,500.0,0.98,78.4,2577.8,33.4,6.7,3433.5,3.36,domestic,850.0,2.19113,2.39113,Unallocated
195.0,Santaldih,6.0,WBPDC,State,13.1,3402.2,"(3000, 3500)",Coal,250.0,1.01,78.4,2649.8,32.4,8.1,1717.7,1.73,domestic,850.0,2.25233,2.4523300000000003,ER
9.0,K_Gudem New,4.0,TSGENCO,State,13.1,3774.0,"(3500, 4000)",Coal,500.0,0.91,78.8,2404.0,35.8,5.2,3452.2,3.15,domestic,850.0,2.0434,2.2434000000000003,SR
13.0,Korba Stps,7.0,NTPC,Centre,13.6,3374.0,"(3000, 3500)",Coal,500.0,0.92,78.9,2427.7,35.4,5.2,3455.1,3.18,domestic,850.0,2.063545,2.263545,Unallocated
262.0,Jojbera,3.0,TATA Power,Private,22.9,3797.0,"(3500, 4000)",Coal,120.0,1.05,78.9,2770.4,31.0,8.6,829.0,0.87,domestic,850.0,2.35484,2.55484,Unallocated
29.0,Kakatiya TPP (Stage-II),2.0,TSGENCO,State,8.6,3992.0,"(3500, 4000)",Coal,600.0,0.94,79.3,2462.7,34.9,5.4,4166.0,3.9,domestic,850.0,2.093295,2.293295,SR
70.0,Vindh_Chal Stps,8.0,NTPC,Centre,24.4,3705.2,"(3500, 4000)",Coal,500.0,0.95,79.3,2511.9,34.2,6.1,3473.6,3.31,domestic,850.0,2.135115,2.335115,Unallocated
73.0,Talcher Stps,6.0,NTPC,Centre,19.5,3361.8,"(3000, 3500)",Coal,500.0,0.96,79.4,2520.0,34.1,5.5,3479.2,3.32,domestic,850.0,2.142,2.342,Unallocated
108.0,Amaravati TPP,2.0,India Bulls,Private,10.5,3654.2,"(3500, 4000)",Coal,270.0,0.97,79.6,2556.4,33.6,7.7,1882.0,1.83,domestic,850.0,2.17294,2.3729400000000003,Unallocated
28.0,Singareni TPP,2.0,Singareni Collieries,State,7.7,3997.0,"(3500, 4000)",Coal,600.0,0.93,79.7,2458.2,35.0,5.9,4187.0,3.91,domestic,850.0,2.08947,2.28947,SR
308.0,Bakreswar,3.0,WBPDC,State,23.4,4253.0,"(4000, 4500)",Coal,210.0,1.08,79.7,2849.8,30.2,8.5,1467.0,1.59,domestic,850.0,2.42233,2.6223300000000003,ER
174.0,Nabi Nagar TPP (Brbcl),4.0,NTPC JV,Centre,2.7,3435.0,"(3000, 3500)",Coal,250.0,1.0,80.3,2626.3,32.7,7.7,1758.6,1.75,domestic,850.0,2.232355,2.4323550000000003,Unallocated
56.0,Kahalgaon,7.0,NTPC,Centre,15.1,3494.5,"(3000, 3500)",Coal,500.0,0.95,80.4,2509.1,34.3,5.4,3522.5,3.34,domestic,850.0,2.132735,2.332735,Unallocated
125.0,Mejia Tps Ext,1.0,DVC,Centre,13.9,3603.2,"(3500, 4000)",Coal,500.0,0.98,80.5,2592.6,33.2,5.4,3526.3,3.45,domestic,850.0,2.20371,2.40371,ER
88.0,Talcher Stps,5.0,NTPC,Centre,20.2,3377.6,"(3000, 3500)",Coal,500.0,0.96,80.8,2540.7,33.8,5.6,3538.1,3.41,domestic,850.0,2.159595,2.359595,Unallocated
137.0,Korba Stps,1.0,NTPC,Centre,41.4,3439.0,"(3000, 3500)",Coal,200.0,0.98,80.8,2581.6,33.3,8.6,1416.4,1.39,domestic,850.0,2.19436,2.3943600000000003,Unallocated
74.0,Derang,1.0,JIPL,Private,10.2,3379.7,"(3000, 3500)",Coal,600.0,0.96,80.9,2523.1,34.1,5.6,4254.6,4.07,domestic,850.0,2.144635,2.344635,Unallocated
170.0,Korba-V(Dspm Tps),8.0,CSEB,State,16.7,3379.0,"(3000, 3500)",Coal,250.0,0.99,81.0,2620.6,32.8,7.9,1774.4,1.77,domestic,850.0,2.22751,2.4275100000000003,WR
194.0,Singrauli Stps,5.0,NTPC,Centre,40.4,3763.0,"(3500, 4000)",Coal,200.0,1.0,81.0,2645.9,32.5,9.0,1419.7,1.43,domestic,850.0,2.249015,2.449015,Unallocated
100.0,Durgapur Steel Tps,2.0,DVC,Centre,12.4,3758.0,"(3500, 4000)",Coal,500.0,0.97,81.3,2567.4,33.5,5.2,3559.7,3.44,domestic,850.0,2.18229,2.38229,ER
62.0,Budge Budge,3.0,CESC,Private,15.1,3761.0,"(3500, 4000)",Coal,250.0,0.95,81.4,2502.6,34.4,7.9,1783.4,1.69,domestic,850.0,2.12721,2.32721,ER
84.0,Dhariwal Inf TPP,2.0,Dhariwal Infra Private Ltd,Private,10.0,3384.0,"(3000, 3500)",Coal,300.0,0.96,81.4,2538.0,33.9,7.7,2140.2,2.06,domestic,850.0,2.1573,2.3573000000000004,Unallocated
175.0,Nabi Nagar TPP (Brbcl),1.0,NTPC JV,Centre,8.4,3435.0,"(3000, 3500)",Coal,250.0,1.0,81.4,2626.3,32.7,7.7,1783.4,1.78,domestic,850.0,2.232355,2.4323550000000003,Unallocated
198.0,Koderma,1.0,DVC,Centre,13.0,4007.1,"(4000, 4500)",Coal,500.0,1.01,81.4,2674.0,32.2,5.2,3565.0,3.59,domestic,850.0,2.2729,2.4729,ER
42.0,Maithon Rb TPP,2.0,DVC-TATA JV,Private,12.0,4074.0,"(4000, 4500)",Coal,525.0,0.94,81.7,2486.1,34.6,5.6,3756.8,3.54,domestic,850.0,2.113185,2.3131850000000003,ER
143.0,Bokaro A ‘’Exp’’,1.0,DVC,Centre,8.4,4212.3,"(4000, 4500)",Coal,500.0,0.98,81.7,2593.9,33.1,5.8,3577.2,3.51,domestic,850.0,2.204815,2.404815,ER
165.0,Torr Power(Sabarmati),5.0,Torr Power,Private,35.9,4661.5,"(4500, 5000)",Coal,121.0,0.99,81.7,2626.8,32.7,8.4,866.0,0.86,domestic,850.0,2.23278,2.43278,WR
181.0,Vindh_Chal Stps,5.0,NTPC,Centre,34.4,3703.0,"(3500, 4000)",Coal,210.0,1.0,81.7,2628.4,32.7,8.5,1502.1,1.5,domestic,850.0,2.23414,2.43414,Unallocated
64.0,Vindh_Chal Stps,9.0,NTPC,Centre,18.0,3691.8,"(3500, 4000)",Coal,500.0,0.95,81.9,2503.7,34.3,5.5,3585.8,3.41,domestic,850.0,2.128145,2.328145,Unallocated
149.0,Kota,6.0,RRVUNL,State,21.0,3409.2,"(3000, 3500)",Coal,195.0,0.98,81.9,2592.4,33.2,10.8,1398.3,1.38,domestic,850.0,2.20354,2.40354,NR
116.0,Anpara,5.0,UPRVUNL,State,29.8,3611.0,"(3500, 4000)",Coal,500.0,0.97,82.2,2565.2,33.5,8.0,3601.8,3.51,domestic,850.0,2.18042,2.38042,NR
192.0,Muzaffarpur Exp,3.0,JV NTPC & BSEB,Centre,9.4,3601.5,"(3500, 4000)",Coal,195.0,1.0,82.3,2641.2,32.6,9.6,1406.3,1.41,domestic,850.0,2.24502,2.44502,ER
47.0,Korba Stps,6.0,NTPC,Centre,35.5,3394.0,"(3000, 3500)",Coal,500.0,0.95,82.4,2492.2,34.5,5.5,3609.2,3.41,domestic,850.0,2.11837,2.3183700000000003,Unallocated
139.0,Bhilai TPP,1.0,NTPC/Sail,Centre,16.3,3281.1,"(3000, 3500)",Coal,250.0,0.98,82.7,2583.2,33.3,8.6,1810.6,1.78,domestic,850.0,2.19572,2.3957200000000003,Unallocated
427.0,Neyveli Fst Ext,1.0,NLC,Centre,21.8,2653.0,"(2000, 3000)",Lignite,210.0,1.25,82.7,2975.9,28.9,9.0,1521.3,1.91,lignite,500.0,1.48795,1.68795,SR
182.0,Torr Power(Sabarmati),4.0,Torr Power,Private,39.6,4650.9,"(4500, 5000)",Coal,121.0,1.0,82.9,2650.9,32.4,8.0,879.0,0.88,domestic,850.0,2.253265,2.453265,WR
124.0,Sanjay Gandhi,5.0,MPGPCL,State,15.9,3828.0,"(3500, 4000)",Coal,500.0,0.98,84.2,2572.9,33.4,6.1,3689.9,3.6,domestic,850.0,2.186965,2.386965,WR
1.0,Torangallu Imp,1.0,JSW Energy,Private,25.2,5251.3,"(5000, 6000)",Coal,130.0,0.74,84.4,2060.6,41.7,7.3,961.2,0.71,imported,1700.0,3.50302,3.70302,Unallocated
184.0,Vindh_Chal Stps,2.0,NTPC,Centre,36.0,3700.0,"(3500, 4000)",Coal,210.0,1.0,84.4,2629.3,32.7,8.5,1553.1,1.55,domestic,850.0,2.234905,2.434905,Unallocated
215.0,Korba-West Ext,5.0,CSEB,State,11.4,3640.0,"(3500, 4000)",Coal,500.0,1.02,84.8,2687.6,32.0,5.1,3715.0,3.79,domestic,850.0,2.28446,2.4844600000000003,WR
49.0,Vindh_Chal Stps,13.0,NTPC,Centre,9.0,3693.2,"(3500, 4000)",Coal,500.0,0.95,85.1,2493.4,34.5,6.4,3727.0,3.53,domestic,850.0,2.11939,2.3193900000000003,Unallocated
134.0,Sagardighi TPP,4.0,WBPDC,State,7.6,3826.0,"(3500, 4000)",Coal,500.0,0.98,85.1,2580.6,33.3,5.5,3727.9,3.65,domestic,850.0,2.19351,2.39351,ER
127.0,Singrauli Stps,7.0,NTPC,Centre,36.7,3771.2,"(3500, 4000)",Coal,500.0,0.98,85.4,2577.0,33.4,6.8,3742.4,3.66,domestic,850.0,2.19045,2.39045,Unallocated
122.0,Talcher Stps,1.0,NTPC,Centre,29.5,3365.2,"(3000, 3500)",Coal,500.0,0.98,85.9,2574.1,33.4,7.4,3762.8,3.67,domestic,850.0,2.187985,2.387985,Unallocated
22.0,Singareni TPP,,Singareni Collieries,State,8.4,4002.0,"(4000, 4500)",Coal,600.0,0.93,86.6,2446.5,35.1,6.2,4554.0,4.23,domestic,850.0,2.079525,2.279525,SR
30.0,Sipat Stps,2.0,NTPC,Centre,15.6,3474.3,"(3000, 3500)",Coal,500.0,0.94,86.6,2475.0,34.7,6.1,3792.6,3.55,domestic,850.0,2.10375,2.30375,Unallocated
94.0,Talcher Stps,3.0,NTPC,Centre,21.6,3369.8,"(3000, 3500)",Coal,500.0,0.97,86.8,2548.4,33.7,6.2,3803.3,3.67,domestic,850.0,2.16614,2.36614,Unallocated
133.0,Sagardighi TPP,3.0,WBPDC,State,8.6,3826.0,"(3500, 4000)",Coal,500.0,0.98,87.0,2580.2,33.3,5.5,3812.0,3.73,domestic,850.0,2.19317,2.39317,ER
77.0,Vindh_Chal Stps,7.0,NTPC,Centre,25.4,3695.5,"(3500, 4000)",Coal,500.0,0.96,87.4,2527.0,34.0,6.3,3829.6,3.67,domestic,850.0,2.14795,2.34795,Unallocated
21.0,Anpara,7.0,UPRVUNL,State,8.4,3590.0,"(3500, 4000)",Coal,500.0,0.93,87.7,2446.3,35.1,5.5,3841.1,3.57,domestic,850.0,2.079355,2.279355,NR
189.0,Singrauli Stps,3.0,NTPC,Centre,41.4,3761.2,"(3500, 4000)",Coal,200.0,1.0,88.2,2634.2,32.6,9.1,1544.5,1.54,domestic,850.0,2.23907,2.43907,Unallocated
154.0,Satpura,11.0,MPGPCL,State,10.6,3924.0,"(3500, 4000)",Coal,250.0,0.99,88.3,2601.7,33.0,8.0,1933.8,1.91,domestic,850.0,2.211445,2.411445,WR
164.0,Bakreswar,4.0,WBPDC,State,16.6,4253.0,"(4000, 4500)",Coal,210.0,0.99,88.3,2612.0,32.9,8.5,1625.0,1.61,domestic,850.0,2.2202,2.4202000000000004,ER
38.0,Korba Stps,4.0,NTPC,Centre,37.2,3400.0,"(3000, 3500)",Coal,500.0,0.94,88.6,2481.5,34.7,5.8,3881.0,3.65,domestic,850.0,2.109275,2.309275,Unallocated
220.0,Bakreswar,1.0,WBPDC,State,25.1,4253.0,"(4000, 4500)",Coal,210.0,1.03,88.7,2702.4,31.8,8.5,1632.0,1.67,domestic,850.0,2.29704,2.49704,ER
19.0,Anpara,6.0,UPRVUNL,State,9.2,3590.0,"(3500, 4000)",Coal,500.0,0.93,89.3,2445.2,35.2,5.6,3909.6,3.63,domestic,850.0,2.07842,2.27842,NR
115.0,Korba Stps,3.0,NTPC,Centre,40.4,3405.0,"(3000, 3500)",Coal,200.0,0.97,89.4,2566.3,33.5,8.3,1567.0,1.53,domestic,850.0,2.181355,2.381355,Unallocated
176.0,Vindh_Chal Stps,6.0,NTPC,Centre,33.5,3699.6,"(3500, 4000)",Coal,210.0,1.0,89.4,2626.0,32.7,8.5,1645.0,1.64,domestic,850.0,2.2321,2.4321,Unallocated
180.0,Santaldih,5.0,WBPDC,State,16.7,3402.2,"(3000, 3500)",Coal,250.0,1.0,89.4,2627.3,32.7,8.1,1958.4,1.95,domestic,850.0,2.233205,2.433205,ER
229.0,Bakreswar,2.0,WBPDC,State,24.2,4253.0,"(4000, 4500)",Coal,210.0,1.03,89.4,2714.7,31.7,8.5,1645.0,1.69,domestic,850.0,2.307495,2.507495,ER
101.0,Korba Stps,2.0,NTPC,Centre,40.8,3404.0,"(3000, 3500)",Coal,200.0,0.97,89.5,2549.9,33.7,8.3,1567.5,1.52,domestic,850.0,2.167415,2.3674150000000003,Unallocated
106.0,Rihand,3.0,NTPC,Centre,19.5,3940.8,"(3500, 4000)",Coal,500.0,0.97,89.6,2553.8,33.7,5.7,3925.3,3.8,domestic,850.0,2.17073,2.37073,Unallocated
107.0,Rihand,4.0,NTPC,Centre,18.9,3938.2,"(3500, 4000)",Coal,500.0,0.97,89.7,2554.6,33.7,5.6,3927.3,3.81,domestic,850.0,2.17141,2.37141,Unallocated
92.0,Rihand,5.0,NTPC,Centre,12.2,3937.4,"(3500, 4000)",Coal,500.0,0.96,89.8,2543.6,33.8,5.3,3931.8,3.79,domestic,850.0,2.16206,2.36206,Unallocated
67.0,Talcher Stps,4.0,NTPC,Centre,20.8,3368.1,"(3000, 3500)",Coal,500.0,0.95,89.9,2511.6,34.2,5.5,3939.0,3.75,domestic,850.0,2.13486,2.3348600000000004,Unallocated
34.0,Vindh_Chal Stps,12.0,NTPC,Centre,11.4,3696.5,"(3500, 4000)",Coal,500.0,0.94,90.5,2472.1,34.8,5.4,3964.2,3.72,domestic,850.0,2.101285,2.301285,Unallocated
66.0,Korba Stps,5.0,NTPC,Centre,36.4,3404.0,"(3000, 3500)",Coal,500.0,0.95,90.7,2506.8,34.3,5.6,3972.4,3.78,domestic,850.0,2.13078,2.3307800000000003,Unallocated
237.0,Bhadradri TPP,1.0,TSGENCO,State,4.2,3450.0,"(3000, 3500)",Coal,270.0,1.04,91.1,2696.1,31.9,9.1,2155.0,2.23,domestic,850.0,2.291685,2.4916850000000004,SR
32.0,Vindh_Chal Stps,11.0,NTPC,Centre,12.1,3698.2,"(3500, 4000)",Coal,500.0,0.94,91.2,2470.7,34.8,5.5,3996.1,3.75,domestic,850.0,2.100095,2.300095,Unallocated
